,Dist Code,Year,State Code,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),RICE YIELD (Kg per ha),WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),WHEAT YIELD (Kg per ha),KHARIF SORGHUM AREA (1000 ha),KHARIF SORGHUM PRODUCTION (1000 tons),KHARIF SORGHUM YIELD (Kg per ha),RABI SORGHUM AREA (1000 ha),RABI SORGHUM PRODUCTION (1000 tons),RABI SORGHUM YIELD (Kg per ha),SORGHUM AREA (1000 ha),SORGHUM PRODUCTION (1000 tons),SORGHUM YIELD (Kg per ha),PEARL MILLET AREA (1000 ha),PEARL MILLET PRODUCTION (1000 tons),PEARL MILLET YIELD (Kg per ha),MAIZE AREA (1000 ha),MAIZE PRODUCTION (1000 tons),MAIZE YIELD (Kg per ha),FINGER MILLET AREA (1000 ha),FINGER MILLET PRODUCTION (1000 tons),FINGER MILLET YIELD (Kg per ha),BARLEY AREA (1000 ha),BARLEY PRODUCTION (1000 tons),BARLEY YIELD (Kg per ha),CHICKPEA AREA (1000 ha),CHICKPEA PRODUCTION (1000 tons),CHICKPEA YIELD (Kg per ha),PIGEONPEA AREA (1000 ha),PIGEONPEA PRODUCTION (1000 tons),PIGEONPEA YIELD (Kg per ha),MINOR PULSES AREA (1000 ha),MINOR PULSES PRODUCTION (1000 tons),MINOR PULSES YIELD (Kg per ha),GROUNDNUT AREA (1000 ha),GROUNDNUT PRODUCTION (1000 tons),GROUNDNUT YIELD (Kg per ha),SESAMUM AREA (1000 ha),SESAMUM PRODUCTION (1000 tons),SESAMUM YIELD (Kg per ha),RAPESEED AND MUSTARD AREA (1000 ha),RAPESEED AND MUSTARD PRODUCTION (1000 tons),RAPESEED AND MUSTARD YIELD (Kg per ha),SAFFLOWER AREA (1000 ha),SAFFLOWER PRODUCTION (1000 tons),SAFFLOWER YIELD (Kg per ha),CASTOR AREA (1000 ha),CASTOR PRODUCTION (1000 tons),CASTOR YIELD (Kg per ha),LINSEED AREA (1000 ha),LINSEED PRODUCTION (1000 tons),LINSEED YIELD (Kg per ha),SUNFLOWER AREA (1000 ha),SUNFLOWER PRODUCTION (1000 tons),SUNFLOWER YIELD (Kg per ha),SOYABEAN AREA (1000 ha),SOYABEAN PRODUCTION (1000 tons),SOYABEAN YIELD (Kg per ha),OILSEEDS AREA (1000 ha),OILSEEDS PRODUCTION (1000 tons),OILSEEDS YIELD (Kg per ha),SUGARCANE AREA (1000 ha),SUGARCANE PRODUCTION (1000 tons),SUGARCANE YIELD (Kg per ha),COTTON AREA (1000 ha),COTTON PRODUCTION (1000 tons),COTTON YIELD (Kg per ha),FRUITS AREA (1000 ha),VEGETABLES AREA (1000 ha),FRUITS AND VEGETABLES AREA (1000 ha),POTATOES AREA (1000 ha),ONION AREA (1000 ha),FODDER AREA (1000 ha)
OILSEEDS AREA (1000 ha),-0.2727668503772534,0.1081592605646074,-0.2721153084507752,-0.1881537498440128,-0.15068017787815316,-0.0732360661084929,-0.03688864578767183,-0.021644891066397543,0.01977723034500376,0.24879128656813485,0.21281652628339115,0.22870048418829453,0.21697282121652847,0.2508293757719261,0.21008916928216453,0.29229385677470476,0.2917638908625902,0.17949320200634128,0.16577481403973168,0.23347540667731884,0.1702254392942085,-0.030637764887463097,-0.004440983286495224,0.04017933233213566,0.03025418995012029,0.03341914327856706,0.022235747279516552,-0.06934675583397976,-0.0007446507368149559,-0.0857312112208857,0.23536715477080836,0.23096804692925885,0.02767296515128219,0.23043695607194736,0.11892635273321803,-0.08832608760349074,0.13050484867444592,0.07712480634062484,-0.01628137517600629,0.655231397407332,0.5237745356653408,0.1700421312376288,0.23172842153296647,0.20684864968705777,0.08578582404672117,0.29975043418021496,0.29440032036773633,0.01661016903798487,0.2329392703454569,0.213352522577543,0.17916869027173848,0.2059203525832043,0.1540104017135118,0.2868086305302459,0.061276159250098626,0.06439079559240447,0.07573893813246049,0.34604380612598745,0.3440177095659517,-0.04364914013773242,0.4114304654947017,0.37598399679294636,0.1856105190671892,1.0,0.8137605648477795,0.17990695553214606,-0.06461786477835942,-0.027289880407070838,0.16865082607582352,0.22126192484414914,0.19643959757519724,0.2272794872578912,0.051567435555687685,-0.004947405607108713,0.023725846983302632,-0.13421947509334728,0.17399544531211789,0.09505370355590369
OILSEEDS PRODUCTION (1000 tons),-0.23805515940680627,0.2154683154059669,-0.26808070647629395,-0.1456217983159234,-0.07034580896752986,0.0018666974328399866,0.041203621825860015,0.0801075558616944,0.1613977256187196,0.11304238688459406,0.1312190117189147,0.25041502065079635,0.08216770705913867,0.11697312622924819,0.23056578465265812,0.12051989046022174,0.15791711718701282,0.2458381560838679,0.12746574348191034,0.26969549477412974,0.2594630497176794,-0.01836305226511526,0.033325553574610985,0.10620574665694212,0.023810698293161955,0.0387198026084993,0.028146502152426853,-0.062174888105425694,0.03088698926666574,0.004351394066895804,0.1873152304688227,0.2210686447732003,0.10210735364397726,0.12384219727523696,0.08761943628975634,-0.001785254981417847,0.06180715546956862,0.08476170186107526,0.05448427112012165,0.5068695090857197,0.6037922786188386,0.30890051899849813,0.14217686499229884,0.19825823172774126,0.14607041465807608,0.3670056492804593,0.39778017327682935,0.16956005020956974,0.08670531252304108,0.10582064291145496,0.11054308419636111,0.2173050379083738,0.2460980271867823,0.33064615102016626,-0.04367146983419477,-0.02227156811529485,0.08443192944668955,0.16072578045053623,0.18438448981463515,0.01143069489324714,0.41796493891223685,0.44427978175533617,0.23334486018664044,0.8137605648477795,1.0,0.448013684963923,-0.029193361347861112,0.009905921694573765,0.1839014441168982,0.20043009309100418,0.26062030174561546,0.28901959869114335,0.04697594536356309,0.010121735514267727,0.030903833298572554,-0.07039685657541862,0.13330837948762414,0.12998632105009644
OILSEEDS YIELD (Kg per ha),-0.14753875340543576,0.2639980429004111,-0.1988759425091883,0.04567629771451509,0.18908216404856348,0.2373571270585654,0.060025681716813974,0.13131486584922641,0.1748334438613571,-0.022350714157758154,0.025985818521670742,0.17678309120098043,-0.006539739647329605,0.012398224068000318,0.2854333676591457,-0.015307434758068455,0.025373329706936853,0.2787286056378602,0.026587043130065525,0.12575501265889813,0.2086867053678959,0.018173226165445668,0.12025310486934584,0.29182981733943003,0.027525870517707423,0.04188850267513972,0.04835807502883058,-0.12129491011627908,-0.028731393563895424,0.032981344959169524,-0.019615799546357424,0.009496163846614256,0.13290897251378433,0.00405143861375701,0.00722911722337551,0.05293939096169508,0.033133146290482404,0.12911547325835618,0.1684104041580234,0.09623592040808432,0.17781127672976374,0.3611627835513237,-0.002547122992281897,0.06832938870038469,0.11303321503787529,0.1257984772215413,0.15008361467653134,0.2104944525122183,-0.020774035838933703,0.0032069154236424803,0.03628661207489595,0.08646540142834018,0.11833338391297336,0.1599940795553148,-0.1100462717447791,-0.0924133539622041,-0.0024932468182486994,0.0013220177942131007,0.026195402273890937,0.20244673224814855,0.08981082109753169,0.11330610409130873,0.11500298068844465,0.17990695553214606,0.448013684963923,1.0,0.07046274491518505,0.10088248697609828,0.23550252289611498,0.09698495342007848,0.15430796112055298,0.2591501876125172,0.175921117524482,0.04730137848822656,0.12134938401521599,0.022702712893924407,0.041018844122044165,0.06818500895809991
SUGARCANE AREA (1000 ha),-0.10735150558265762,0.09521118087171311,-0.02348366055372683,-0.009259409990067972,0.038326171581769465,0.18190753464506598,0.2048596919944903,0.16698847564928473,0.16061188243599325,-0.04446641232155359,-0.0026870721810301717,0.10292260169595277,0.15563378996967472,0.16810981273594253,0.07780481564094704,0.10079986561966071,0.09871506203541641,0.08127960086469997,-0.035788206207893074,-0.02870681728695322,0.16241538480007536,0.06842061681686602,0.07927310111414194,0.08153706786596819,-0.013586145299573096,-0.003199445066660337,0.04159110265089145,-0.012955556095504467,-0.020994242782742947,0.13158727211158774,-0.043683266458357524,-0.05420028709235008,0.060772291410458354,0.03428910893975108,0.03018027739832723,0.1076000202708404,-0.06665949128460412,-0.04165175278735677,0.02099070910108494,0.004230487781870639,0.021613054482233676,0.05834299792561125,-0.09597793552359164,-0.07814175978775575,-0.06726959534410928,-0.06933406011211649,-0.06130376823936406,0.04945184253579881,0.05777693627105368,0.06568005010967322,0.03363370350541405,-0.060684938764426544,-0.048056264252285964,-0.0375558073472568,-0.0838441961459339,-0.09095927978775376,-0.030121922619801074,0.0642258147813975,0.07054802355238954,0.19393928103422353,-0.037379946780754424,-0.025517170879480855,0.03511392231987837,-0.06461786477835942,-0.029193361347861112,0.07046274491518505,1.0,0.960855406064995,0.23512165127620746,-0.05645868468820423,-0.0417956838240625,0.0395197001679763,0.0901355179772769,0.0008109206312284838,0.04977774976074352,0.014292583728639797,0.054345776540786546,0.05203989580600894
SUGARCANE PRODUCTION (1000 tons),-0.12878512345805304,0.13017554709862986,-0.04003014975144529,-0.015921735436771535,0.05404955559226249,0.21886166459900425,0.13622816963000262,0.1263456077840532,0.12084018040907114,-0.016992827908267102,0.029241301688302176,0.1346636183612484,0.21850427089069438,0.2375175208406924,0.14163208844002823,0.16367089027109283,0.16168507257594794,0.10089513691992268,-0.017490593396082554,-0.010232932034607326,0.16483106213158386,0.05651264505017954,0.09605275318228601,0.12027877735235681,0.020978077551682222,0.035255878907246976,0.10812583967435156,-0.05961376617629293,-0.05165134954973712,0.08009509950793042,-0.04623512246755961,-0.05925329471697262,0.03990408253930004,0.04190548916852471,0.029224884285675212,0.07122796303266868,-0.046437815727498194,-0.0224803617402457,0.02689628206200158,0.042299410751740596,0.07017239185340647,0.10077272208811966,-0.07533151405843973,-0.05164509615775791,-0.03239279260861813,-0.07664088706882913,-0.06405712042283661,0.00921635156975537,0.08374366299544315,0.09163769417614787,0.07079262852658307,-0.05320346320034523,-0.04406765340035383,-0.0019720173022187365,-0.08118950315481473,-0.08996241706242555,-0.04573905337184619,0.08909322168718596,0.0970469002947817,0.2119356336451885,-0.031475178846619566,-0.015623045728075682,0.07420076208577482,-0.027289880407070838,0.009905921694573765,0.10088248697609828,0.960855406064995,1.0,0.3119825921491799,-0.04414783023946143,-0.030656285182800537,0.08152882950811957,0.11518924037433592,0.013949529018792768,0.07185136617351197,-0.004269718635606527,0.08984297265173968,0.0473096904657768
SUGARCANE YIELD (Kg per ha),-0.17934921215904065,0.09954772726596771,-0.28522303821805856,0.12999167230021139,0.26238773339856847,0.38939201885569713,-0.002340963549609047,0.06528848735421146,0.050306116013886494,0.186104072761771,0.21833678082549215,0.28773320566125143,0.23496293862618967,0.2530062885543326,0.36985311432887,0.275472781269936,0.29783439539234263,0.264619931097322,-0.05813221756609755,0.04275900588851055,0.27567048092375224,0.03360133740048978,0.11722637138725323,0.3010802069519022,0.25394212703954727,0.2519544659946372,0.3190588797815836,-0.11185111578735916,-0.0505059209940646,-0.14914794375137008,-0.08942115867437703,-0.0902622748212992,0.0487275687076323,0.15757397067390333,0.11191157666807332,0.10225403052646473,0.06783681959820508,0.10704285452918777,0.04651024525514005,0.27227148108540594,0.2671993047706393,0.3485676188901553,0.05858949041148063,0.16469030091262954,0.1760321953393173,-0.021539227168325487,0.005129126270433174,-0.04007272380330124,0.18008959042613726,0.16175127135437525,0.18571512756423925,-0.01499743908496813,-0.05088608183406098,0.18518458095009394,-0.0751591661973819,-0.08538005209994083,-0.03208354087424979,0.14249145585666512,0.16385356721253116,0.29705104006274236,-0.05821659591680711,-0.0404205442238658,0.012948250211490724,0.16865082607582352,0.1839014441168982,0.23550252289611498,0.23512165127620746,0.3119825921491799,1.0,0.18354090449815166,0.13030908847639278,0.259329284597634,0.19695141064677277,0.1800570879871067,0.23173975626618193,0.060999982376640796,0.1753226743011067,-0.05883133912307279
COTTON AREA (1000 ha),-0.213191034940282,0.05265073658388859,-0.21078610799600486,-0.1544844494996405,-0.06639211555335504,-0.020700285340498753,0.10215465884321354,0.14177286744187736,0.04197295215303534,0.41115575784421104,0.4347430745730004,0.16789029287164828,0.14688727612658073,0.19081531721794845,0.2117847989589873,0.3168039203939202,0.4069328433631453,0.1624791294118923,0.06575803934798317,0.10840424500621645,0.15162744919175494,0.03618934455977456,0.10419982227323724,0.055882497617599544,-0.06654187327755524,-0.055275831291667826,-0.08197456816292602,-0.04860686681068835,0.007053609262124372,-0.1295816575287656,0.17862037678041948,0.14570262810644136,0.027279592470242354,0.3373030802124315,0.29456915268999057,0.007675112309004238,0.08852862700164228,0.05485429266584033,-0.029625799089999714,0.14601587841993438,0.12740158441791152,0.1171331341215128,0.08500029051834468,0.08192427557262395,0.04269722531465227,0.07282600236717905,0.09521297688286307,-0.02511210696267299,0.22423818442037605,0.21253587355367223,0.2390048582129854,0.09709727230208245,0.11143311680222912,0.26707054584275064,-0.005804042188739328,-0.026405836627153862,-0.07183045739549046,0.0705172952032049,0.07850685832639862,0.0018106982803085243,0.10920480111497403,0.09934670099917432,0.1100098886032419,0.22126192484414914,0.20043009309100418,0.09698495342007848,-0.05645868468820423,-0.04414783023946143,0.18354090449815166,1.0,0.789781292050565,0.242267461422119,0.00919182304128331,-0.09447158621591148,-0.0605795822806772,-0.12127522658422768,0.1176015732712198,0.10460766242727285
COTTON PRODUCTION (1000 tons),-0.15046750230441938,0.1592707141945156,-0.16442992464447426,-0.06823978767222105,0.04399355295418299,0.08334628622842903,0.2121315744308114,0.288687904086804,0.15748811108104932,0.0971334431996971,0.1414823401836138,0.11968002744150455,0.05685716684814386,0.1112217550442367,0.18917197017790094,0.09254151961585265,0.16199815786391028,0.14589942450739193,0.05051579458192156,0.12774711806035988,0.22262723498796813,0.049440407150090356,0.14724915474134045,0.09085006475320691,-0.05130281106740225,-0.041391624060972215,-0.05865420616199611,-0.007153446201608508,0.0587174325130471,-0.032718469197083384,0.179870055824264,0.17468824898177207,0.09333871235107288,0.19999513599256236,0.2070362230067009,0.04990651727502586,0.018352435649808967,0.04311446898143424,0.031001912192330377,0.1532625973710335,0.21308233712584254,0.18175248658128138,0.0705688062002636,0.10098604020953851,0.08932988710817386,0.1301750352291673,0.15198940840757175,0.11139763946088531,0.06538961782515088,0.0858669151837636,0.13631331844836533,0.13155872263308308,0.17929014042341931,0.32867840973840645,-0.05746783954840066,-0.06788073311096039,-0.09269785098174282,0.038962323043650625,0.05152213119785843,0.024503047379216814,0.07881104625711505,0.08454402448882806,0.10154240138030542,0.19643959757519724,0.26062030174561546,0.15430796112055298,-0.0417956838240625,-0.030656285182800537,0.13030908847639278,0.789781292050565,1.0,0.39755170484404034,0.03324086006291998,-0.04792533074636213,-0.016794403499668053,-0.08197815002318183,0.12303922469267897,0.12557164062119364
COTTON YIELD (Kg per ha),-0.18477613659585737,0.16065505591952411,-0.18209613187404272,-0.014126121375771194,0.1310485700084367,0.1636038425591696,0.023902451700584994,0.12387509628091509,0.08857328350955733,0.04222965362644577,0.04953043775737691,0.13730706495624476,0.09994401997203753,0.13307642586863774,0.2843498206693173,0.09938873384621345,0.11291202704410971,0.15444826714590787,0.1392834897943715,0.2014580423375209,0.26954045998072523,0.09853302146700792,0.1711021901467824,0.21093561660258547,0.06555038187620413,0.07086841688841175,0.1203626452429275,-0.06117926406790739,0.009357472827012485,-0.03500342265513658,0.03193927482376109,0.0392015381441464,0.06842840070541871,0.11920349099978177,0.10653151502806192,-0.02038701091657243,0.08786101097678252,0.08479605862992698,0.021127238863799587,0.22207069975922106,0.273040463460577,0.30371609612369965,0.13316842605925627,0.1451710884357765,0.1318005190444063,0.09767688142799305,0.11535347101926523,0.07549940281133759,0.038860704713911495,0.05359482910895157,0.11025285113038998,0.15465454130540432,0.18144218072692422,0.32380418528613397,-0.12250426656028057,-0.12995008086114831,-0.0765676274845352,0.08849103982220387,0.10768488879164867,0.099938010271873,0.031013460780362996,0.046128408834438646,0.04339811820203985,0.2272794872578912,0.28901959869114335,0.2591501876125172,0.0395197001679763,0.08152882950811957,0.259329284597634,0.242267461422119,0.39755170484404034,1.0,0.14924543251464292,0.02338817662263854,0.09190025384222104,-0.09979230061499514,0.13599302298440288,0.12703820845293168
FRUITS AREA (1000 ha),0.10376700229627381,0.17562065907841382,-0.03548524853676821,0.1829957313629049,0.26358187460916904,0.3188332777278523,-0.1829810976033405,-0.10988652990701074,-0.276486982642088,-0.08556109517797479,-0.02670542787635898,0.015282330912608864,-0.03017113172062406,-0.007375584234179512,0.24384660893957422,-0.0655341537403398,-0.022154385500774077,0.062002932157343184,-0.11388051482012307,-0.08065431965687689,0.044465660762603096,-0.03768754791269045,0.08384309379722228,0.21682663835152396,0.1361274847660535,0.14597532364338853,0.3060722720528809,-0.14230913869310557,-0.12309906271655405,-0.24555870478075212,-0.1653980742656897,-0.15332483849700093,-0.048292129341481374,0.000897408330798003,-0.014732943030377985,-0.07565228270158116,0.05214835169391861,0.10104985440932629,0.045285311267434854,0.0984112725707307,0.12015353140706615,0.19917820968622627,0.034273091500202774,0.0945243070740355,0.14108500856628922,-0.10211771393120044,-0.08603561130976492,-0.22192847808347188,-0.043086621077566584,-0.03215424027401579,0.026896252912868623,-0.012559526041060422,-0.021572983344430564,0.04932206188880365,-0.11844281003258168,-0.12935422473977923,-0.13808976765080924,0.02604373549877813,0.05082482139857314,0.19637089295312937,-0.08594615744068379,-0.07703299128341409,-0.10116673579815155,0.051567435555687685,0.04697594536356309,0.175921117524482,0.0901355179772769,0.11518924037433592,0.19695141064677277,0.00919182304128331,0.03324086006291998,0.14924543251464292,1.0,0.3360448432505601,0.7586769274355492,-0.018541843104931992,0.08256403781857935,-0.07498134553781942
VEGETABLES AREA (1000 ha),0.40257768186012427,0.18000108479168658,0.050549452324451113,0.4132300264917001,0.3981579782662787,0.18559762162323626,-0.053933156437886424,-0.019072213333120588,0.07657425602833624,-0.15178508904291474,-0.10545602622860521,-0.05292525003610117,-0.010016446118401615,-0.0013238668894400662,-0.05089063654528329,-0.08191978435153184,-0.07166835522111005,-0.06208340444479695,-0.07177637880072368,-0.012207146431381696,-0.03674383269975712,0.031013895244250987,0.10186038379594821,0.13820821731509905,0.0818082934126897,0.0695626149705311,0.11076243665548378,-0.07839919369082061,-0.0513026254257399,-0.10096417888127743,-0.12083510236879061,-0.10491825685560863,0.04497666075604008,-0.049853584097477144,-0.03870768266046873,0.09533909745287288,0.11727615193816648,0.17921166535961294,0.0921827866041724,0.004802454906209048,0.04280169246074687,0.1825722304790458,0.1103768674420623,0.32806778066527126,0.3259015772670594,0.03973687747822616,0.023395938158332318,0.0872189125468953,-0.026904397893731002,-0.021833100931159366,0.13079163375139197,-0.016918531518242245,-0.011531470531541516,0.030104546907922233,-0.07523517790169212,-0.06735103409918496,0.03835598038268209,0.04067380460488958,0.05991543301256883,0.23697683999635755,-0.075966115544821,-0.06858087597903612,-0.09468730765581353,-0.004947405607108713,0.010121735514267727,0.04730137848822656,0.0008109206312284838,0.013949529018792768,0.1800570879871067,-0.09447158621591148,-0.04792533074636213,0.02338817662263854,0.3360448432505601,1.0,0.8584343956023732,0.4711082263604284,0.24665047487876918,-0.08603061747458815
FRUITS AND VEGETABLES AREA (1000 ha),0.3265277377567465,0.20746923687212188,0.017880500581451887,0.37677801963891083,0.4087240395438138,0.2942747169056375,-0.1291240638442593,-0.0680210367114331,-0.09363960240116084,-0.14759226821347077,-0.08516817044933216,-0.026204028406301802,-0.021403916872710895,-0.0033608917986243723,0.09419998238732583,-0.08886911102762342,-0.05914528707442326,-0.009787074191927076,-0.10772817905400688,-0.04914171141761766,-0.0002927434695239147,0.001867229290651448,0.11344053589130469,0.20697047832471568,0.1266721324142057,0.124288960583871,0.23595661387686642,-0.1261313286499634,-0.09767805100454811,-0.19407521206085004,-0.16805248780120238,-0.1508490071242304,0.005028829442215082,-0.03431436492555351,-0.03547208529954316,0.02341735049673564,0.10072915382574497,0.16912741736505085,0.08768629462878086,0.05458200732224389,0.0911452527222599,0.22422770733084624,0.09103144315587271,0.27269217874100293,0.29671865305390277,-0.026092041532789993,-0.0282478704109634,-0.056470289203061276,-0.0401880267705603,-0.031143347217073434,0.10413995104067081,-0.018856506759595933,-0.02028722991008311,0.040394842409974825,-0.11352394727110827,-0.11411973627140469,-0.047403928354219825,0.04248863085731918,0.06830465630117664,0.26029672660697517,-0.09640806182473498,-0.08669517230655382,-0.11732064129234696,0.023725846983302632,0.030903833298572554,0.12134938401521599,0.04977774976074352,0.07185136617351197,0.23173975626618193,-0.0605795822806772,-0.016794403499668053,0.09190025384222104,0.7586769274355492,0.8584343956023732,1.0,0.3175427100952208,0.2130968148666438,-0.09706533463275777
POTATOES AREA (1000 ha),0.2688908065187231,0.1458511836795379,0.09017133225423295,0.2646695393424954,0.29144167028478724,0.14674565895112804,0.14646672610125794,0.13363134261899187,0.23506821070086006,-0.15478793557420437,-0.12146215925692849,-0.07575948538220675,-0.07161085219535963,-0.07899470722782465,-0.12964951313212414,-0.13183564109830684,-0.12884152020961637,-0.06570786467249953,-0.05100837837718135,0.05404032498114352,0.06218389798276818,0.04238314767239298,0.042572145568196766,0.07625301438504392,-0.04524604838643045,-0.03842474249692859,-0.08701521682361388,0.027078622528190606,0.046306572941287295,0.12821822624724885,-0.1135097679687459,-0.09305567486014961,0.10218945234140914,-0.09163387672626062,-0.05067328047881161,0.15802174161195667,-0.12417012036479697,-0.062074222632066064,0.12009727489189963,-0.10234297889829679,-0.07669868887135026,0.03154909062565763,-0.008461385416795997,0.19042295221486535,0.15912996652442024,0.060136088432782786,0.05898130482187674,0.24675984183103972,-0.06057437451472295,-0.054521620415275425,-0.020091798274296094,0.007637325396151706,0.0647494517139884,-0.04629140507997897,-0.08392856087841777,-0.07182747688669178,0.031833319530188225,-0.044354264231437596,-0.03333633697802988,0.21644043141115663,-0.05743003390267742,-0.04951111499991866,-0.092803335474381,-0.13421947509334728,-0.07039685657541862,0.022702712893924407,0.014292583728639797,-0.004269718635606527,0.060999982376640796,-0.12127522658422768,-0.08197815002318183,-0.09979230061499514,-0.018541843104931992,0.4711082263604284,0.3175427100952208,1.0,-0.004891680179754271,-0.06328857489204502
ONION AREA (1000 ha),-0.06364294174297529,0.10671953907114573,-0.12609535987940557,-0.020064715220941703,-0.021260483486063266,0.015163782476833705,-0.0463025207928165,-0.050841976461905275,-0.016448947831258536,0.048277422296839935,0.08350282730132992,0.18181759463026556,0.2507673539238476,0.27445276549106423,0.12731579536480353,0.220768304580944,0.2190420910681477,0.09892637387778662,0.12353698776572226,0.1488830010414635,0.08902601937965245,0.18609893366172803,0.25768136178599704,0.10961149334421234,0.07667990885752986,0.06320810464229448,0.12754776638577067,-0.05864265599683267,-0.03720728388500324,-0.09943595481034653,0.0959709458434457,0.07294802899340212,0.01596397367505381,0.08001385538734315,0.045989288287031825,-0.005229588692332012,0.12079892040949934,0.10135471487707627,0.009182622885649045,0.18158747795287777,0.17149410569719514,0.09666044439981422,0.05017399925453537,0.08176758321948163,0.11094421908563953,-0.021193647065483955,-0.013538290299724313,-0.02464439497510442,0.13344833915333437,0.14525455516515023,0.2441972540756455,0.012837197065169437,-0.0033587132604293137,0.14217338479372768,-0.02855922760014838,-0.027904814079048438,0.018794592371372786,0.25454515495544733,0.2568858934091154,0.06579227799338759,0.02437241979295314,0.02754855995041967,0.11537626930868593,0.17399544531211789,0.13330837948762414,0.041018844122044165,0.054345776540786546,0.08984297265173968,0.1753226743011067,0.1176015732712198,0.12303922469267897,0.13599302298440288,0.08256403781857935,0.24665047487876918,0.2130968148666438,-0.004891680179754271,1.0,0.007927750986824227
FODDER AREA (1000 ha),-0.16963959074928778,-0.009554273840719479,-0.1077711968485808,-0.16938486668617414,-0.09844463754949175,-0.06151194976182226,0.1891795625828667,0.20038161492765816,0.17518550961348744,-0.010756690254689567,-0.03938148275184353,-0.05522217077343597,0.002408748616396632,-0.0154934546882431,-0.04885585120290222,-0.002709206669181335,-0.03534904815372391,-0.06519956625831286,0.519080741190172,0.3157758628445084,0.052093533992193054,-0.07143333090818876,-0.0697266076244087,-0.11059394457351046,-0.04725685319797463,-0.041180207786560244,-0.11144171507457099,0.1332528936116447,0.23262782242004001,0.2175242700448624,0.30171094263305764,0.2363535600988832,0.017545365495690173,-0.09114412274269408,-0.08824496469290274,-0.09900499394096238,0.2600486475590922,0.08375531619999661,-0.06351132207151526,0.015622089412243391,0.04893001834344891,0.0982952928080314,0.08270768987881326,0.006703490344526751,-0.04919270189835556,0.2749608557709384,0.2743928038344931,0.17178391649076613,-0.014698969457311417,-0.014190640487662288,-0.07987898739161672,0.07216578142814088,0.07915383644063329,0.12226625521539504,-0.07492394421576588,-0.07065104489444547,0.002667622028236427,-0.04460909869388701,-0.04753187340124532,-0.07960476844215489,-0.023598149218029954,-0.022606928251555684,-0.08912648238918804,0.09505370355590369,0.12998632105009644,0.06818500895809991,0.05203989580600894,0.0473096904657768,-0.05883133912307279,0.10460766242727285,0.12557164062119364,0.12703820845293168,-0.07498134553781942,-0.08603061747458815,-0.09706533463275777,-0.06328857489204502,0.007927750986824227,1.0
