column,q1,q3,iqr,sample_outliers,outlier_percent
Area,75.0,4130.5,4055.5,8326,16.653665366536654
Production,87.0,7157.25,7070.25,8688,17.617000567767054
Yield,0.5454545454545454,2.461770683663274,1.9163161382087286,7484,14.96949694969497
