column,count,missing,mean,std,min,max
year,1865,0,2022.0,0.0,2022.0,2022.0
loss_percentage,1865,0,1.1720423806970508,1.8035091111916002,0.0,13.19
source_pdf_page,1865,0,276.03378016085793,5.464134675126062,267.0,286.0
source_table,1865,0,1.3672922252010724,0.58185467803143,1.0,3.0
source_row,1865,0,20.040750670241287,11.242987756785505,4.0,51.0
