column,q1,q3,iqr,sample_outliers,outlier_percent
Crop_Year,2001.0,2009.0,8.0,0,0.0
Area,100.0,8000.0,7900.0,1712,18.92130857648099
Production,200.0,60000.0,59800.0,1581,20.577899258102303
