State,District,Crop,Year,Season,Area,Area Units,Production,Production Units,Yield
Punjab,MUKTSAR,Rice,2005-06,Kharif,77000.0,Hectare,298000.0,Tonnes,3.8701298701298703
Punjab,MUKTSAR,Rice,2006-07,Kharif,68000.0,Hectare,272000.0,Tonnes,4.0
Punjab,NAWANSHAHR,Rice,2004-05,Kharif,50000.0,Hectare,199000.0,Tonnes,3.98
Punjab,NAWANSHAHR,Rice,2005-06,Kharif,49000.0,Hectare,171000.0,Tonnes,3.489795918367347
Punjab,NAWANSHAHR,Rice,2006-07,Kharif,53000.0,Hectare,209000.0,Tonnes,3.943396226415094
Punjab,PATIALA,Rice,2004-05,Kharif,250000.0,Hectare,965000.0,Tonnes,3.86
Punjab,PATIALA,Rice,2005-06,Kharif,252000.0,Hectare,996000.0,Tonnes,3.9523809523809526
Punjab,PATIALA,Rice,2006-07,Kharif,237000.0,Hectare,989000.0,Tonnes,4.172995780590718
Punjab,RUPNAGAR,Rice,2004-05,Kharif,51000.0,Hectare,176000.0,Tonnes,3.450980392156863
Punjab,RUPNAGAR,Rice,2005-06,Kharif,53000.0,Hectare,183000.0,Tonnes,3.452830188679245
Punjab,RUPNAGAR,Rice,2006-07,Kharif,38000.0,Hectare,138000.0,Tonnes,3.6315789473684212
Punjab,S,Rice,2006-07,Kharif,29000.0,Hectare,82000.0,Tonnes,2.8275862068965516
Punjab,SANGRUR,Rice,2004-05,Kharif,367000.0,Hectare,1710000.0,Tonnes,4.659400544959128
Punjab,SANGRUR,Rice,2005-06,Kharif,367000.0,Hectare,1625000.0,Tonnes,4.427792915531335
Punjab,SANGRUR,Rice,2006-07,Kharif,362000.0,Hectare,1637000.0,Tonnes,4.5220994475138125
Punjab,TARN TARAN,Rice,2006-07,Kharif,173000.0,Hectare,514000.0,Tonnes,2.9710982658959537
Punjab,AMRITSAR,Sesamum,2004-05,Kharif,3400.0,Hectare,1600.0,Tonnes,0.47058823529411764
Punjab,AMRITSAR,Sesamum,2005-06,Kharif,4600.0,Hectare,1600.0,Tonnes,0.34782608695652173
Punjab,AMRITSAR,Sesamum,2006-07,Kharif,2100.0,Hectare,800.0,Tonnes,0.38095238095238093
Punjab,BATHINDA,Sesamum,2004-05,Kharif,200.0,Hectare,100.0,Tonnes,0.5
Punjab,BATHINDA,Sesamum,2005-06,Kharif,200.0,Hectare,100.0,Tonnes,0.5
Punjab,FARIDKOT,Sesamum,2004-05,Kharif,100.0,Hectare,0.0,Tonnes,0.0
Punjab,FARIDKOT,Sesamum,2005-06,Kharif,100.0,Hectare,100.0,Tonnes,1.0
Punjab,FIROZEPUR,Sesamum,2004-05,Kharif,1700.0,Hectare,700.0,Tonnes,0.4117647058823529
Punjab,FIROZEPUR,Sesamum,2005-06,Kharif,1700.0,Hectare,700.0,Tonnes,0.4117647058823529
Punjab,FIROZEPUR,Sesamum,2006-07,Kharif,1500.0,Hectare,600.0,Tonnes,0.4
Punjab,GURDASPUR,Sesamum,2004-05,Kharif,1600.0,Hectare,400.0,Tonnes,0.25
Punjab,GURDASPUR,Sesamum,2005-06,Kharif,1400.0,Hectare,300.0,Tonnes,0.21428571428571427
Punjab,GURDASPUR,Sesamum,2006-07,Kharif,1100.0,Hectare,300.0,Tonnes,0.2727272727272727
Punjab,HOSHIARPUR,Sesamum,2004-05,Kharif,700.0,Hectare,300.0,Tonnes,0.42857142857142855
Punjab,HOSHIARPUR,Sesamum,2005-06,Kharif,700.0,Hectare,200.0,Tonnes,0.2857142857142857
Punjab,HOSHIARPUR,Sesamum,2006-07,Kharif,800.0,Hectare,100.0,Tonnes,0.125
Punjab,JALANDHAR,Sesamum,2004-05,Kharif,700.0,Hectare,300.0,Tonnes,0.42857142857142855
Punjab,JALANDHAR,Sesamum,2005-06,Kharif,800.0,Hectare,300.0,Tonnes,0.375
Punjab,JALANDHAR,Sesamum,2006-07,Kharif,600.0,Hectare,300.0,Tonnes,0.5
Punjab,KAPURTHALA,Sesamum,2004-05,Kharif,200.0,Hectare,100.0,Tonnes,0.5
Punjab,KAPURTHALA,Sesamum,2005-06,Kharif,200.0,Hectare,100.0,Tonnes,0.5
Punjab,KAPURTHALA,Sesamum,2006-07,Kharif,100.0,Hectare,,Tonnes,0.0
Punjab,MANSA,Sesamum,2004-05,Kharif,400.0,Hectare,200.0,Tonnes,0.5
Punjab,MANSA,Sesamum,2005-06,Kharif,500.0,Hectare,200.0,Tonnes,0.4
Punjab,MANSA,Sesamum,2006-07,Kharif,400.0,Hectare,100.0,Tonnes,0.25
Punjab,MUKTSAR,Sesamum,2004-05,Kharif,700.0,Hectare,300.0,Tonnes,0.42857142857142855
Punjab,MUKTSAR,Sesamum,2005-06,Kharif,600.0,Hectare,200.0,Tonnes,0.3333333333333333
Punjab,MUKTSAR,Sesamum,2006-07,Kharif,400.0,Hectare,100.0,Tonnes,0.25
Punjab,NAWANSHAHR,Sesamum,2005-06,Kharif,100.0,Hectare,100.0,Tonnes,1.0
Punjab,RUPNAGAR,Sesamum,2004-05,Kharif,400.0,Hectare,100.0,Tonnes,0.25
Punjab,RUPNAGAR,Sesamum,2005-06,Kharif,400.0,Hectare,100.0,Tonnes,0.25
Punjab,RUPNAGAR,Sesamum,2006-07,Kharif,300.0,Hectare,100.0,Tonnes,0.3333333333333333
Punjab,S,Sesamum,2006-07,Kharif,100.0,Hectare,,Tonnes,0.0
Punjab,TARN TARAN,Sesamum,2006-07,Kharif,2100.0,Hectare,800.0,Tonnes,0.38095238095238093
Punjab,AMRITSAR,Sugarcane,2004-05,Whole Year,7000.0,Hectare,440000.0,Tonnes,62.857142857142854
Punjab,AMRITSAR,Sugarcane,2005-06,Whole Year,6000.0,Hectare,367000.0,Tonnes,61.166666666666664
Punjab,FARIDKOT,Sugarcane,2004-05,Whole Year,1000.0,Hectare,70000.0,Tonnes,70.0
Punjab,FARIDKOT,Sugarcane,2005-06,Whole Year,1000.0,Hectare,68000.0,Tonnes,68.0
Punjab,FATEHGARH SAHIB,Sugarcane,2004-05,Whole Year,2000.0,Hectare,140000.0,Tonnes,70.0
Punjab,FATEHGARH SAHIB,Sugarcane,2005-06,Whole Year,2000.0,Hectare,151000.0,Tonnes,75.5
Punjab,FIROZEPUR,Sugarcane,2004-05,Whole Year,2000.0,Hectare,140000.0,Tonnes,70.0
Punjab,FIROZEPUR,Sugarcane,2005-06,Whole Year,1000.0,Hectare,76000.0,Tonnes,76.0
Punjab,GURDASPUR,Sugarcane,2004-05,Whole Year,20000.0,Hectare,1310000.0,Tonnes,65.5
Punjab,GURDASPUR,Sugarcane,2005-06,Whole Year,21000.0,Hectare,1412000.0,Tonnes,67.23809523809524
Punjab,HOSHIARPUR,Sugarcane,2004-05,Whole Year,18000.0,Hectare,1030000.0,Tonnes,57.22222222222222
Punjab,HOSHIARPUR,Sugarcane,2005-06,Whole Year,21000.0,Hectare,1168000.0,Tonnes,55.61904761904762
Punjab,JALANDHAR,Sugarcane,2004-05,Whole Year,11000.0,Hectare,610000.0,Tonnes,55.45454545454545
Punjab,JALANDHAR,Sugarcane,2005-06,Whole Year,11000.0,Hectare,676000.0,Tonnes,61.45454545454545
Punjab,KAPURTHALA,Sugarcane,2004-05,Whole Year,5000.0,Hectare,300000.0,Tonnes,60.0
Punjab,KAPURTHALA,Sugarcane,2005-06,Whole Year,4000.0,Hectare,231000.0,Tonnes,57.75
Punjab,LUDHIANA,Sugarcane,2004-05,Whole Year,3000.0,Hectare,140000.0,Tonnes,46.666666666666664
Punjab,LUDHIANA,Sugarcane,2005-06,Whole Year,2000.0,Hectare,133000.0,Tonnes,66.5
Punjab,MOGA,Sugarcane,2004-05,Whole Year,1000.0,Hectare,60000.0,Tonnes,60.0
Punjab,MUKTSAR,Sugarcane,2004-05,Whole Year,1000.0,Hectare,50000.0,Tonnes,50.0
Punjab,MUKTSAR,Sugarcane,2005-06,Whole Year,1000.0,Hectare,51000.0,Tonnes,51.0
Punjab,NAWANSHAHR,Sugarcane,2004-05,Whole Year,7000.0,Hectare,380000.0,Tonnes,54.285714285714285
Punjab,NAWANSHAHR,Sugarcane,2005-06,Whole Year,7000.0,Hectare,380000.0,Tonnes,54.285714285714285
Punjab,PATIALA,Sugarcane,2004-05,Whole Year,2000.0,Hectare,120000.0,Tonnes,60.0
Punjab,PATIALA,Sugarcane,2005-06,Whole Year,1000.0,Hectare,70000.0,Tonnes,70.0
Punjab,RUPNAGAR,Sugarcane,2004-05,Whole Year,4000.0,Hectare,230000.0,Tonnes,57.5
Punjab,RUPNAGAR,Sugarcane,2005-06,Whole Year,6000.0,Hectare,383000.0,Tonnes,63.833333333333336
Punjab,SANGRUR,Sugarcane,2004-05,Whole Year,2000.0,Hectare,150000.0,Tonnes,75.0
Punjab,SANGRUR,Sugarcane,2005-06,Whole Year,1000.0,Hectare,75000.0,Tonnes,75.0
Punjab,AMRITSAR,Urad,2004-05,Kharif,300.0,Hectare,100.0,Tonnes,0.3333333333333333
Punjab,AMRITSAR,Urad,2005-06,Kharif,200.0,Hectare,100.0,Tonnes,0.5
Punjab,AMRITSAR,Urad,2006-07,Kharif,300.0,Hectare,100.0,Tonnes,0.3333333333333333
Punjab,GURDASPUR,Urad,2004-05,Kharif,2200.0,Hectare,1200.0,Tonnes,0.5454545454545454
Punjab,GURDASPUR,Urad,2005-06,Kharif,1800.0,Hectare,900.0,Tonnes,0.5
Punjab,GURDASPUR,Urad,2006-07,Kharif,2200.0,Hectare,1000.0,Tonnes,0.45454545454545453
Punjab,HOSHIARPUR,Urad,2004-05,Kharif,400.0,Hectare,100.0,Tonnes,0.25
Punjab,HOSHIARPUR,Urad,2005-06,Kharif,300.0,Hectare,100.0,Tonnes,0.3333333333333333
Punjab,HOSHIARPUR,Urad,2006-07,Kharif,300.0,Hectare,100.0,Tonnes,0.3333333333333333
Punjab,JALANDHAR,Urad,2004-05,Kharif,100.0,Hectare,100.0,Tonnes,1.0
Punjab,JALANDHAR,Urad,2005-06,Kharif,100.0,Hectare,100.0,Tonnes,1.0
Punjab,PATIALA,Urad,2004-05,Kharif,100.0,Hectare,100.0,Tonnes,1.0
Punjab,PATIALA,Urad,2005-06,Kharif,100.0,Hectare,100.0,Tonnes,1.0
Punjab,RUPNAGAR,Urad,2004-05,Kharif,300.0,Hectare,200.0,Tonnes,0.6666666666666666
Punjab,RUPNAGAR,Urad,2005-06,Kharif,300.0,Hectare,200.0,Tonnes,0.6666666666666666
Punjab,RUPNAGAR,Urad,2006-07,Kharif,200.0,Hectare,100.0,Tonnes,0.5
Punjab,S,Urad,2006-07,Kharif,200.0,Hectare,100.0,Tonnes,0.5
Punjab,TARN TARAN,Urad,2006-07,Kharif,100.0,Hectare,,Tonnes,0.0
Punjab,AMRITSAR,Wheat,2004-05,Rabi,372000.0,Hectare,1591000.0,Tonnes,4.276881720430108
Punjab,AMRITSAR,Wheat,2005-06,Rabi,371000.0,Hectare,1643000.0,Tonnes,4.428571428571429
Punjab,AMRITSAR,Wheat,2006-07,Rabi,185000.0,Hectare,767000.0,Tonnes,4.145945945945946
Punjab,BATHINDA,Wheat,2004-05,Rabi,241000.0,Hectare,993000.0,Tonnes,4.1203319502074685
Punjab,BATHINDA,Wheat,2005-06,Rabi,243000.0,Hectare,954000.0,Tonnes,3.925925925925926
Punjab,BATHINDA,Wheat,2006-07,Rabi,245000.0,Hectare,1044000.0,Tonnes,4.261224489795918
Punjab,FARIDKOT,Wheat,2004-05,Rabi,114000.0,Hectare,487000.0,Tonnes,4.271929824561403
Punjab,FARIDKOT,Wheat,2005-06,Rabi,116000.0,Hectare,483000.0,Tonnes,4.163793103448276
Punjab,FARIDKOT,Wheat,2006-07,Rabi,117000.0,Hectare,484000.0,Tonnes,4.136752136752137
Punjab,FATEHGARH SAHIB,Wheat,2004-05,Rabi,85000.0,Hectare,417000.0,Tonnes,4.905882352941177
Punjab,FATEHGARH SAHIB,Wheat,2005-06,Rabi,84000.0,Hectare,369000.0,Tonnes,4.392857142857143
Punjab,FATEHGARH SAHIB,Wheat,2006-07,Rabi,85000.0,Hectare,348000.0,Tonnes,4.094117647058823
Punjab,FIROZEPUR,Wheat,2004-05,Rabi,386000.0,Hectare,1599000.0,Tonnes,4.142487046632124
Punjab,FIROZEPUR,Wheat,2005-06,Rabi,386000.0,Hectare,1569000.0,Tonnes,4.064766839378239
Punjab,FIROZEPUR,Wheat,2006-07,Rabi,389000.0,Hectare,1587000.0,Tonnes,4.079691516709511
Punjab,GURDASPUR,Wheat,2004-05,Rabi,227000.0,Hectare,810000.0,Tonnes,3.5682819383259914
Punjab,GURDASPUR,Wheat,2005-06,Rabi,227000.0,Hectare,904000.0,Tonnes,3.9823788546255505
Punjab,GURDASPUR,Wheat,2006-07,Rabi,229000.0,Hectare,910000.0,Tonnes,3.9737991266375547
Punjab,HOSHIARPUR,Wheat,2004-05,Rabi,145000.0,Hectare,493000.0,Tonnes,3.4
Punjab,HOSHIARPUR,Wheat,2005-06,Rabi,145000.0,Hectare,514000.0,Tonnes,3.5448275862068965
Punjab,HOSHIARPUR,Wheat,2006-07,Rabi,142000.0,Hectare,517000.0,Tonnes,3.640845070422535
Punjab,JALANDHAR,Wheat,2004-05,Rabi,171000.0,Hectare,734000.0,Tonnes,4.292397660818714
Punjab,JALANDHAR,Wheat,2005-06,Rabi,170000.0,Hectare,764000.0,Tonnes,4.4941176470588236
Punjab,JALANDHAR,Wheat,2006-07,Rabi,165000.0,Hectare,692000.0,Tonnes,4.193939393939394
Punjab,KAPURTHALA,Wheat,2004-05,Rabi,115000.0,Hectare,460000.0,Tonnes,4.0
Punjab,KAPURTHALA,Wheat,2005-06,Rabi,111000.0,Hectare,483000.0,Tonnes,4.351351351351352
Punjab,KAPURTHALA,Wheat,2006-07,Rabi,109000.0,Hectare,444000.0,Tonnes,4.073394495412844
Punjab,LUDHIANA,Wheat,2004-05,Rabi,258000.0,Hectare,1246000.0,Tonnes,4.829457364341085
Punjab,LUDHIANA,Wheat,2005-06,Rabi,257000.0,Hectare,1228000.0,Tonnes,4.778210116731517
Punjab,LUDHIANA,Wheat,2006-07,Rabi,257000.0,Hectare,1158000.0,Tonnes,4.505836575875486
Punjab,MANSA,Wheat,2004-05,Rabi,167000.0,Hectare,707000.0,Tonnes,4.233532934131737
Punjab,MANSA,Wheat,2005-06,Rabi,163000.0,Hectare,612000.0,Tonnes,3.754601226993865
Punjab,MANSA,Wheat,2006-07,Rabi,165000.0,Hectare,718000.0,Tonnes,4.351515151515152
Punjab,MOGA,Wheat,2004-05,Rabi,173000.0,Hectare,759000.0,Tonnes,4.38728323699422
Punjab,MOGA,Wheat,2005-06,Rabi,174000.0,Hectare,767000.0,Tonnes,4.408045977011494
Punjab,MOGA,Wheat,2006-07,Rabi,175000.0,Hectare,725000.0,Tonnes,4.142857142857143
Punjab,MUKTSAR,Wheat,2004-05,Rabi,200000.0,Hectare,799000.0,Tonnes,3.995
Punjab,MUKTSAR,Wheat,2005-06,Rabi,200000.0,Hectare,787000.0,Tonnes,3.935
Punjab,MUKTSAR,Wheat,2006-07,Rabi,202000.0,Hectare,854000.0,Tonnes,4.227722772277228
Punjab,NAWANSHAHR,Wheat,2004-05,Rabi,76000.0,Hectare,312000.0,Tonnes,4.105263157894737
Punjab,NAWANSHAHR,Wheat,2005-06,Rabi,72000.0,Hectare,303000.0,Tonnes,4.208333333333333
Punjab,NAWANSHAHR,Wheat,2006-07,Rabi,72000.0,Hectare,300000.0,Tonnes,4.166666666666667
Punjab,PATIALA,Wheat,2004-05,Rabi,266000.0,Hectare,1197000.0,Tonnes,4.5
Punjab,PATIALA,Wheat,2005-06,Rabi,262000.0,Hectare,1109000.0,Tonnes,4.232824427480916
Punjab,PATIALA,Wheat,2006-07,Rabi,244000.0,Hectare,1126000.0,Tonnes,4.614754098360656
Punjab,RUPNAGAR,Wheat,2004-05,Rabi,89000.0,Hectare,312000.0,Tonnes,3.50561797752809
Punjab,RUPNAGAR,Wheat,2005-06,Rabi,91000.0,Hectare,327000.0,Tonnes,3.5934065934065935
Punjab,RUPNAGAR,Wheat,2006-07,Rabi,57000.0,Hectare,216000.0,Tonnes,3.789473684210526
Punjab,S,Wheat,2006-07,Rabi,50000.0,Hectare,193000.0,Tonnes,3.86
Punjab,SANGRUR,Wheat,2004-05,Rabi,397000.0,Hectare,1782000.0,Tonnes,4.488664987405541
Punjab,SANGRUR,Wheat,2005-06,Rabi,396000.0,Hectare,1677000.0,Tonnes,4.234848484848484
Punjab,SANGRUR,Wheat,2006-07,Rabi,396000.0,Hectare,1755000.0,Tonnes,4.431818181818182
Punjab,TARN TARAN,Wheat,2006-07,Rabi,183000.0,Hectare,758000.0,Tonnes,4.14207650273224
Haryana,AMBALA,Arhar/Tur,2007-08,Kharif,14.0,Hectare,,Tonnes,0.0
Haryana,AMBALA,Arhar/Tur,2008-09,Kharif,7.0,Hectare,,Tonnes,0.0
Haryana,AMBALA,Arhar/Tur,2009-10,Kharif,2.0,Hectare,,Tonnes,0.0
Haryana,BHIWANI,Arhar/Tur,2007-08,Kharif,1014.0,Hectare,1000.0,Tonnes,0.9861932938856016
Haryana,BHIWANI,Arhar/Tur,2008-09,Kharif,2669.0,Hectare,2700.0,Tonnes,1.0116148370176097
Haryana,BHIWANI,Arhar/Tur,2009-10,Kharif,1296.0,Hectare,1300.0,Tonnes,1.0030864197530864
Haryana,FARIDABAD,Arhar/Tur,2007-08,Kharif,2264.0,Hectare,2000.0,Tonnes,0.8833922261484098
Haryana,FARIDABAD,Arhar/Tur,2008-09,Kharif,736.0,Hectare,700.0,Tonnes,0.9510869565217391
Haryana,FARIDABAD,Arhar/Tur,2009-10,Kharif,301.0,Hectare,300.0,Tonnes,0.9966777408637874
Haryana,FATEHABAD,Arhar/Tur,2007-08,Kharif,95.0,Hectare,100.0,Tonnes,1.0526315789473684
Haryana,FATEHABAD,Arhar/Tur,2008-09,Kharif,6.0,Hectare,,Tonnes,0.0
Haryana,GURGAON,Arhar/Tur,2007-08,Kharif,520.0,Hectare,500.0,Tonnes,0.9615384615384616
Haryana,GURGAON,Arhar/Tur,2008-09,Kharif,709.0,Hectare,700.0,Tonnes,0.9873060648801129
Haryana,GURGAON,Arhar/Tur,2009-10,Kharif,510.0,Hectare,500.0,Tonnes,0.9803921568627451
Haryana,HISAR,Arhar/Tur,2007-08,Kharif,43.0,Hectare,100.0,Tonnes,2.3255813953488373
Haryana,HISAR,Arhar/Tur,2008-09,Kharif,128.0,Hectare,100.0,Tonnes,0.78125
Haryana,HISAR,Arhar/Tur,2009-10,Kharif,3.0,Hectare,,Tonnes,0.0
Haryana,JHAJJAR,Arhar/Tur,2007-08,Kharif,6478.0,Hectare,7100.0,Tonnes,1.096017289286817
Haryana,JHAJJAR,Arhar/Tur,2008-09,Kharif,8422.0,Hectare,9300.0,Tonnes,1.1042507717881738
Haryana,JHAJJAR,Arhar/Tur,2009-10,Kharif,4691.0,Hectare,5200.0,Tonnes,1.1085056491153271
Haryana,JIND,Arhar/Tur,2007-08,Kharif,1252.0,Hectare,1400.0,Tonnes,1.1182108626198084
Haryana,JIND,Arhar/Tur,2008-09,Kharif,1245.0,Hectare,1400.0,Tonnes,1.1244979919678715
Haryana,JIND,Arhar/Tur,2009-10,Kharif,1081.0,Hectare,1100.0,Tonnes,1.0175763182238668
Haryana,KAITHAL,Arhar/Tur,2007-08,Kharif,17.0,Hectare,,Tonnes,0.0
Haryana,KAITHAL,Arhar/Tur,2008-09,Kharif,193.0,Hectare,300.0,Tonnes,1.5544041450777202
Haryana,KAITHAL,Arhar/Tur,2009-10,Kharif,1.0,Hectare,,Tonnes,0.0
Haryana,KARNAL,Arhar/Tur,2007-08,Kharif,259.0,Hectare,300.0,Tonnes,1.1583011583011582
Haryana,KARNAL,Arhar/Tur,2008-09,Kharif,325.0,Hectare,400.0,Tonnes,1.2307692307692308
Haryana,KARNAL,Arhar/Tur,2009-10,Kharif,185.0,Hectare,200.0,Tonnes,1.0810810810810811
Haryana,KURUKSHETRA,Arhar/Tur,2008-09,Kharif,40.0,Hectare,,Tonnes,0.0
Haryana,KURUKSHETRA,Arhar/Tur,2009-10,Kharif,6.0,Hectare,,Tonnes,0.0
Haryana,MAHENDRAGARH,Arhar/Tur,2007-08,Kharif,133.0,Hectare,100.0,Tonnes,0.7518796992481203
Haryana,MAHENDRAGARH,Arhar/Tur,2008-09,Kharif,156.0,Hectare,100.0,Tonnes,0.6410256410256411
Haryana,MAHENDRAGARH,Arhar/Tur,2009-10,Kharif,156.0,Hectare,200.0,Tonnes,1.2820512820512822
Haryana,MEWAT,Arhar/Tur,2007-08,Kharif,304.0,Hectare,300.0,Tonnes,0.9868421052631579
Haryana,MEWAT,Arhar/Tur,2008-09,Kharif,406.0,Hectare,400.0,Tonnes,0.9852216748768473
Haryana,MEWAT,Arhar/Tur,2009-10,Kharif,6.0,Hectare,,Tonnes,0.0
Haryana,PALWAL,Arhar/Tur,2008-09,Kharif,1591.0,Hectare,1600.0,Tonnes,1.005656819610308
Haryana,PALWAL,Arhar/Tur,2009-10,Kharif,1056.0,Hectare,1100.0,Tonnes,1.0416666666666667
Haryana,PANCHKULA,Arhar/Tur,2007-08,Kharif,19.0,Hectare,,Tonnes,0.0
Haryana,PANCHKULA,Arhar/Tur,2008-09,Kharif,37.0,Hectare,,Tonnes,0.0
Haryana,PANCHKULA,Arhar/Tur,2009-10,Kharif,62.0,Hectare,100.0,Tonnes,1.6129032258064515
Haryana,PANIPAT,Arhar/Tur,2007-08,Kharif,284.0,Hectare,400.0,Tonnes,1.408450704225352
Haryana,PANIPAT,Arhar/Tur,2008-09,Kharif,329.0,Hectare,400.0,Tonnes,1.21580547112462
Haryana,PANIPAT,Arhar/Tur,2009-10,Kharif,267.0,Hectare,300.0,Tonnes,1.1235955056179776
Haryana,REWARI,Arhar/Tur,2007-08,Kharif,178.0,Hectare,200.0,Tonnes,1.1235955056179776
Haryana,REWARI,Arhar/Tur,2008-09,Kharif,171.0,Hectare,100.0,Tonnes,0.5847953216374269
Haryana,REWARI,Arhar/Tur,2009-10,Kharif,71.0,Hectare,100.0,Tonnes,1.408450704225352
Haryana,ROHTAK,Arhar/Tur,2007-08,Kharif,9239.0,Hectare,10100.0,Tonnes,1.0931919038857019
Haryana,ROHTAK,Arhar/Tur,2008-09,Kharif,10748.0,Hectare,11800.0,Tonnes,1.0978786751023446
Haryana,ROHTAK,Arhar/Tur,2009-10,Kharif,5945.0,Hectare,6800.0,Tonnes,1.1438183347350714
Haryana,SIRSA,Arhar/Tur,2007-08,Kharif,3.0,Hectare,,Tonnes,0.0
Haryana,SIRSA,Arhar/Tur,2008-09,Kharif,6.0,Hectare,,Tonnes,0.0
Haryana,SIRSA,Arhar/Tur,2009-10,Kharif,36.0,Hectare,,Tonnes,0.0
Haryana,SONIPAT,Arhar/Tur,2007-08,Kharif,6652.0,Hectare,7000.0,Tonnes,1.0523150932050511
Haryana,SONIPAT,Arhar/Tur,2008-09,Kharif,5495.0,Hectare,5800.0,Tonnes,1.0555050045495906
Haryana,SONIPAT,Arhar/Tur,2009-10,Kharif,4171.0,Hectare,4400.0,Tonnes,1.0549029009829778
Haryana,YAMUNANAGAR,Arhar/Tur,2007-08,Kharif,11.0,Hectare,,Tonnes,0.0
Haryana,YAMUNANAGAR,Arhar/Tur,2008-09,Kharif,12.0,Hectare,,Tonnes,0.0
Haryana,YAMUNANAGAR,Arhar/Tur,2009-10,Kharif,7.0,Hectare,,Tonnes,0.0
Haryana,AMBALA,Bajra,2007-08,Kharif,334.0,Hectare,,Tonnes,0.0
Haryana,AMBALA,Bajra,2008-09,Kharif,286.0,Hectare,,Tonnes,0.0
Haryana,AMBALA,Bajra,2009-10,Kharif,402.0,Hectare,,Tonnes,0.0
Haryana,BHIWANI,Bajra,2007-08,Kharif,175988.0,Hectare,263000.0,Tonnes,1.494420074095961
Haryana,BHIWANI,Bajra,2008-09,Kharif,174597.0,Hectare,242000.0,Tonnes,1.3860490157333745
Haryana,BHIWANI,Bajra,2009-10,Kharif,172121.0,Hectare,181000.0,Tonnes,1.0515858030106726
Haryana,FARIDABAD,Bajra,2007-08,Kharif,9763.0,Hectare,17000.0,Tonnes,1.7412680528526068
Haryana,FARIDABAD,Bajra,2008-09,Kharif,4313.0,Hectare,7000.0,Tonnes,1.623000231857176
Haryana,FARIDABAD,Bajra,2009-10,Kharif,3653.0,Hectare,6000.0,Tonnes,1.6424856282507527
Haryana,FATEHABAD,Bajra,2007-08,Kharif,11292.0,Hectare,30000.0,Tonnes,2.656748140276302
Haryana,FATEHABAD,Bajra,2008-09,Kharif,10291.0,Hectare,27000.0,Tonnes,2.623651734525313
Haryana,FATEHABAD,Bajra,2009-10,Kharif,7818.0,Hectare,21000.0,Tonnes,2.686108979278588
Haryana,GURGAON,Bajra,2007-08,Kharif,33654.0,Hectare,62000.0,Tonnes,1.842277292446663
Haryana,GURGAON,Bajra,2008-09,Kharif,33671.0,Hectare,67000.0,Tonnes,1.9898428915090136
Haryana,GURGAON,Bajra,2009-10,Kharif,34217.0,Hectare,63000.0,Tonnes,1.8411900517286728
Haryana,HISAR,Bajra,2007-08,Kharif,62986.0,Hectare,146000.0,Tonnes,2.3179754231098975
Haryana,HISAR,Bajra,2008-09,Kharif,60159.0,Hectare,134000.0,Tonnes,2.2274306421316843
Haryana,HISAR,Bajra,2009-10,Kharif,45706.0,Hectare,92000.0,Tonnes,2.012864831750755
Haryana,JHAJJAR,Bajra,2007-08,Kharif,30983.0,Hectare,55000.0,Tonnes,1.775167027079366
Haryana,JHAJJAR,Bajra,2008-09,Kharif,27287.0,Hectare,44000.0,Tonnes,1.6124894638472533
Haryana,JHAJJAR,Bajra,2009-10,Kharif,30967.0,Hectare,61000.0,Tonnes,1.9698388607227049
Haryana,JIND,Bajra,2007-08,Kharif,55722.0,Hectare,130000.0,Tonnes,2.3330103011377914
Haryana,JIND,Bajra,2008-09,Kharif,53145.0,Hectare,102000.0,Tonnes,1.9192774484899802
Haryana,JIND,Bajra,2009-10,Kharif,44849.0,Hectare,79000.0,Tonnes,1.76146625342817
Haryana,KAITHAL,Bajra,2007-08,Kharif,13944.0,Hectare,46000.0,Tonnes,3.2989099254159493
Haryana,KAITHAL,Bajra,2008-09,Kharif,13505.0,Hectare,31000.0,Tonnes,2.2954461310625693
Haryana,KAITHAL,Bajra,2009-10,Kharif,10883.0,Hectare,20000.0,Tonnes,1.8377285674905817
Haryana,KARNAL,Bajra,2007-08,Kharif,1573.0,Hectare,4000.0,Tonnes,2.542911633820725
Haryana,KARNAL,Bajra,2008-09,Kharif,2831.0,Hectare,9000.0,Tonnes,3.1790886612504416
Haryana,KARNAL,Bajra,2009-10,Kharif,1235.0,Hectare,2000.0,Tonnes,1.6194331983805668
Haryana,KURUKSHETRA,Bajra,2007-08,Kharif,99.0,Hectare,,Tonnes,0.0
Haryana,KURUKSHETRA,Bajra,2008-09,Kharif,47.0,Hectare,,Tonnes,0.0
Haryana,KURUKSHETRA,Bajra,2009-10,Kharif,61.0,Hectare,,Tonnes,0.0
Haryana,MAHENDRAGARH,Bajra,2007-08,Kharif,103100.0,Hectare,177000.0,Tonnes,1.716779825412221
Haryana,MAHENDRAGARH,Bajra,2008-09,Kharif,102963.0,Hectare,182000.0,Tonnes,1.7676252634441498
Haryana,MAHENDRAGARH,Bajra,2009-10,Kharif,102969.0,Hectare,183000.0,Tonnes,1.7772339247734754
Haryana,MEWAT,Bajra,2007-08,Kharif,27025.0,Hectare,44000.0,Tonnes,1.6281221091581868
Haryana,MEWAT,Bajra,2008-09,Kharif,22523.0,Hectare,35000.0,Tonnes,1.5539670558984149
Haryana,MEWAT,Bajra,2009-10,Kharif,25597.0,Hectare,44000.0,Tonnes,1.7189514396218306
