feature_1,feature_2,correlation,abs_correlation
sand_pct,silt_pct,-0.90547679368384,0.90547679368384
organic_carbon_g_kg,total_nitrogen_g_kg,0.8632459130710222,0.8632459130710222
total_nitrogen_g_kg,bulk_density_g_cm3,-0.840603690733794,0.840603690733794
ph_h2o,total_nitrogen_g_kg,-0.807224491763854,0.807224491763854
organic_carbon_g_kg,bulk_density_g_cm3,-0.7922518302952591,0.7922518302952591
ph_h2o,bulk_density_g_cm3,0.7808671502763147,0.7808671502763147
total_nitrogen_g_kg,coarse_fragments_vol_pct,0.7613699178674803,0.7613699178674803
organic_carbon_g_kg,coarse_fragments_vol_pct,0.7561508018354531,0.7561508018354531
bulk_density_g_cm3,coarse_fragments_vol_pct,-0.7518788416461195,0.7518788416461195
ph_h2o,organic_carbon_g_kg,-0.7242812045507714,0.7242812045507714
cec_cmol_kg,coarse_fragments_vol_pct,0.7059589884081908,0.7059589884081908
sand_pct,clay_pct,-0.6548443316437506,0.6548443316437506
ph_h2o,coarse_fragments_vol_pct,-0.6386443404528447,0.6386443404528447
longitude,bulk_density_g_cm3,-0.594792719347199,0.594792719347199
organic_carbon_g_kg,cec_cmol_kg,0.5579108678422129,0.5579108678422129
latitude,silt_pct,0.5488043154019758,0.5488043154019758
longitude,total_nitrogen_g_kg,0.5376966558076842,0.5376966558076842
latitude,organic_carbon_g_kg,0.5361360979809049,0.5361360979809049
latitude,total_nitrogen_g_kg,0.5318691224897194,0.5318691224897194
latitude,sand_pct,-0.5288261234617628,0.5288261234617628
total_nitrogen_g_kg,cec_cmol_kg,0.5114934666911027,0.5114934666911027
longitude,ph_h2o,-0.4719437546729269,0.4719437546729269
longitude,organic_carbon_g_kg,0.4646745209610012,0.4646745209610012
latitude,ph_h2o,-0.45589480537390914,0.45589480537390914
bulk_density_g_cm3,cec_cmol_kg,-0.4460799767060315,0.4460799767060315
ph_h2o,cec_cmol_kg,-0.4321393675948759,0.4321393675948759
longitude,coarse_fragments_vol_pct,0.3920290078272781,0.3920290078272781
clay_pct,coarse_fragments_vol_pct,-0.28760851605529414,0.28760851605529414
silt_pct,clay_pct,0.27225195215438985,0.27225195215438985
latitude,bulk_density_g_cm3,-0.25871888306175567,0.25871888306175567
longitude,silt_pct,0.225699419761415,0.225699419761415
longitude,sand_pct,-0.2246679036277607,0.2246679036277607
latitude,clay_pct,0.22173122932469158,0.22173122932469158
latitude,coarse_fragments_vol_pct,0.21300197913924535,0.21300197913924535
organic_carbon_g_kg,silt_pct,0.198845922291841,0.198845922291841
sand_pct,coarse_fragments_vol_pct,0.1897449263144319,0.1897449263144319
total_nitrogen_g_kg,silt_pct,0.18445653968621062,0.18445653968621062
clay_pct,bulk_density_g_cm3,0.16623090339082486,0.16623090339082486
longitude,cec_cmol_kg,0.165790952843683,0.165790952843683
sand_pct,bulk_density_g_cm3,-0.1456955531782198,0.1456955531782198
total_nitrogen_g_kg,sand_pct,-0.1309297036079598,0.1309297036079598
latitude,cec_cmol_kg,0.11501380979958437,0.11501380979958437
ph_h2o,sand_pct,0.11136807749166908,0.11136807749166908
organic_carbon_g_kg,clay_pct,-0.10849044628286295,0.10849044628286295
organic_carbon_g_kg,sand_pct,-0.10830623810294425,0.10830623810294425
longitude,clay_pct,0.10740914897730203,0.10740914897730203
ph_h2o,clay_pct,-0.10071913402333633,0.10071913402333633
sand_pct,cec_cmol_kg,0.09343243549876604,0.09343243549876604
silt_pct,bulk_density_g_cm3,0.09216402409195935,0.09216402409195935
ph_h2o,silt_pct,-0.08524739582195229,0.08524739582195229
clay_pct,cec_cmol_kg,-0.08267364493692826,0.08267364493692826
silt_pct,coarse_fragments_vol_pct,-0.0800772982105983,0.0800772982105983
silt_pct,cec_cmol_kg,-0.07252912465489707,0.07252912465489707
total_nitrogen_g_kg,clay_pct,-0.03161441265711465,0.03161441265711465
latitude,longitude,-0.00762752018700551,0.00762752018700551
