column,count,missing,mean,std,min,max
Area,12447,0,23583.770675664822,56266.940535013004,1.0,422000.0
Production,11029,1418,124335.03028379726,287292.49015042745,0.0,2894000.0
Yield,12447,0,6.677222216679684,24.724804856087054,0.0,2150.0
