column,count,missing,mean,std,min,max
id,10853209,0,5426605.0,3133051.5688606226,1.0,10853209.0
state_code,10853209,0,19.065844488943316,7.943541471432117,1.0,37.0
district_code,10853209,0,373.15153250987794,185.0533044086974,1.0,788.0
block_code,10853209,0,3532.670863981335,1785.923554111678,1.0,7601.0
village_code,10853209,0,380442.1448981587,186823.72134420974,2.0,956955.0
value,10853209,0,14.09019553571667,44.9095563623301,0.0,10205.0
