column,count,missing,mean,std,min,max
year,164,0,2022.0,0.0,2022.0,2022.0
loss_percentage,164,0,0.9787136585365852,1.4956207562597237,4e-05,6.67
source_pdf_page,164,0,275.6585365853659,3.9853986922828786,272.0,280.0
source_table,164,0,2.0,0.0,2.0,2.0
source_row,164,0,20.353658536585368,9.306923663516564,6.0,34.0
