column,q1,q3,iqr,sample_outliers,outlier_percent
m49_code,232.0,710.0,478.0,0,0.0
cpc_code,112.0,1193.0,1081.0,713,2.348949067668182
year,2005.0,2016.0,11.0,0,0.0
loss_percentage,1.43,4.43333,3.00333,3256,10.724284443858897
loss_percentage_original,1.42192,4.0,2.57808,1406,6.391490135466861
loss_quantity,1023.25,36000.0,34976.75,601,13.790729692519504
